Escola,Morada,Freguesia,Código Postal,Telefone,Email,Número Agrupamento,Agrupamento,Sede Escola,Número Escolas Agrupadas
"Escola Básica Dr. Sérgio Ribeiro, Lourosa, Santa Maria da Feira",Av. das Cruzes,Lourosa,4535-011,227646272,eb1.igrejalourosa@escolas.min-edu.pt,150356,"Agrupamento de Escolas António Alves de Amorim, Santa Maria da Feira",Não,8
"Escola Básica de Canedo, Santa Maria da Feira",Rua do Padrão S/N,Lourosa,4535-000,227632463,eb1.presinha@escolas.min-edu.pt,151294,"Agrupamento de Escolas de Canedo, Santa Maria da Feira",Não,5
"Escola Básica de Pousadela de Baixo, Santa Maria da Feira",R. das Alminhas,nº 736,Nogueira Da Regedoura,227647741,eb1.pousadela@escolas.min-edu.pt,151282,"Agrupamento de Escolas de Argoncilhe, Santa Maria da Feira",Não,11
"Escola Básica n.º 1 de Santa Maria de Lamas, Santa Maria da Feira",R. Padre Zé,nº 830,Santa Maria De Lamas,227445513,eb1.n1.stamlamas@escolas.min-edu.pt,150563,"Agrupamento de Escolas de Paços de Brandão, Santa Maria da Feira",Não,11
"Escola Básica de Igreja, Romariz, Santa Maria da Feira",Rua das Escolas,121,Romariz,256922167,eb1.igrejaromariz@escolas.min-edu.pt,150551,"Agrupamento de Escolas de Arrifana, Santa Maria da Feira",Não,13
"Escola Básica de Souto Redondo, Santa Maria da Feira",Largo das Airas,São João De Ver,4520-619,256911578,eb1.sredondosjoaover@escolas.min-edu.pt,151660,Agrupamento de Escolas de Santa Maria da Feira,Não,8
"Escola Básica de Outeiro, Travanca, Santa Maria da Feira",Av. Professor Vicente Coelho,Travanca Vfr,4520-815,256332098,eb1.outeirotravanca@escolas.min-edu.pt,151671,"Agrupamento de Escolas Fernando Pessoa, Santa Maria da Feira",Não,15
"Escola Básica de Chão do Rio, Fiães, Santa Maria da Feira",Rua Monte das Pedreiras,9,Fiães Vfr,227447279,eb1.chaorio@escolas.min-edu.pt,151350,"Agrupamento de Escolas Coelho e Castro, Santa Maria da Feira",Não,8
"Escola Básica n.º 2 de Carvalhal, Santa Maria da Feira",Rua das Escolas do Carvalhal,Argoncilhe,4505-122,227640650,eb1.ceb1argoncilhe@escolas.min-edu.pt,151282,"Agrupamento de Escolas de Argoncilhe, Santa Maria da Feira",Não,11
"Externato Infantil ""Paraíso dos Pequeninos""",Travessa G.N.R.,315,Lourosa,227448853,ext.pdospequeninos@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica de Santo António, Rio Meão, Santa Maria da Feira",Rua das Escolas,n.º 6,Rio Meão,256781301,eb1.stantonioriomeao@escolas.min-edu.pt,150563,"Agrupamento de Escolas de Paços de Brandão, Santa Maria da Feira",Não,11
"Escola Básica n.º 2 de Vendas Novas, Santa Maria da Feira",Rua de Vendas Novas,nº93,Fiães Vfr,227444212,eb1.vendasnovasfiaes@escolas.min-edu.pt,151350,"Agrupamento de Escolas Coelho e Castro, Santa Maria da Feira",Não,8
"Escola Básica de Póvoa, Santa Maria da Feira",Avª. Igreja,nº303 - Vale,Vale Vfr,256921508,eb1.n1.vale@escolas.min-edu.pt,151178,"Agrupamento de Escolas de Corga do Lobão, Santa Maria da Feira",Não,7
"Escola Básica de Igreja, Milheirós de Poiares, Santa Maria da Feira",Rua João Alves Moreira,n.º 65,Milheirós De Poiares,256841001,eb1.impoiares@escolas.min-edu.pt,150551,"Agrupamento de Escolas de Arrifana, Santa Maria da Feira",Não,13
"Escola Básica de Mieiro, Santa Maria da Feira",Rua de Mieiro,Travanca Vfr,4520-813,256373168,eb1.mieiro@escolas.min-edu.pt,151671,"Agrupamento de Escolas Fernando Pessoa, Santa Maria da Feira",Não,15
Escola Básica n.º 2 de Santa Maria da Feira,Av. Dr. Domingos Coelho,17,São Paio De Oleiros,227443499,eb1.n1.ispaiooleiros@escolas.min-edu.pt,150563,"Agrupamento de Escolas de Paços de Brandão, Santa Maria da Feira",Não,11
"Escola Básica de Vergada, Santa Maria da Feira",Tv. Dr. Manuel Laranjeira,Lourosa,4535-000,227454395,esc.basica1vergada@escolas.min-edu.pt,150356,"Agrupamento de Escolas António Alves de Amorim, Santa Maria da Feira",Não,8
"Escola Básica de Casalmeão, Santa Maria da Feira",Rua do Côvo,Lourosa,4535-067,227454440,eb1.casalmeao@escolas.min-edu.pt,150356,"Agrupamento de Escolas António Alves de Amorim, Santa Maria da Feira",Não,8
"Escola Básica de Igreja, Paços de Brandão, Santa Maria da Feira",Lg. da Igreja,212 - Paços de Brandão,Paços De Brandão,227441584,eb1.ipacosbrandao@escolas.min-edu.pt,150563,"Agrupamento de Escolas de Paços de Brandão, Santa Maria da Feira",Não,11
"Escola Básica de Outeiro, Rio Meão, Santa Maria da Feira",Rua Escola dos Murtais,n.º 108,Rio Meão,256781275,eb1.outeiroriomeao@escolas.min-edu.pt,150563,"Agrupamento de Escolas de Paços de Brandão, Santa Maria da Feira",Não,11
"Escola Básica de Presinha, Santa Maria da Feira",Rua do Padrão S/N,Lourosa,4535-000,227632463,eb1.presinha@escolas.min-edu.pt,151294,"Agrupamento de Escolas de Canedo, Santa Maria da Feira",Não,5
"Escola Básica de Beira, Gião, Santa Maria da Feira",Rua da Escola,nº42,Fiães Vfr,227634235,eb1.beiragiao@escolas.min-edu.pt,151178,"Agrupamento de Escolas de Corga do Lobão, Santa Maria da Feira",Não,7
"Escola Básica de Arraial, Sanguedo, Santa Maria da Feira",Rua Principal,1361,Sanguedo,227457403,eb1.arraial@escolas.min-edu.pt,151282,"Agrupamento de Escolas de Argoncilhe, Santa Maria da Feira",Não,11
"Escola Básica de Cavaco, Santa Maria da Feira",Loteamento Maria de Lurdes Portela,4520-284,Santa Maria da Feira,256375246,eb1ji.cavaco@escolas.min-edu.pt,151660,Agrupamento de Escolas de Santa Maria da Feira,Não,8
"Escola Básica de Igreja, Lobão, Santa Maria da Feira",Rua Santo António nº75,Lobão,4505-520,256915848,eb1.igrejalobao@escolas.min-edu.pt,151178,"Agrupamento de Escolas de Corga do Lobão, Santa Maria da Feira",Não,7
"Escola Básica de Avenida, Chousa de Baixo, Santa Maria da Feira",Av Dr. Antonio Mota 46,Fiães Vfr,4505-221,227453353,eb1.adrantoniomota46@escolas.min-edu.pt,151350,"Agrupamento de Escolas Coelho e Castro, Santa Maria da Feira",Não,8
"Escola Básica de Souto, Santa Maria da Feira",Rua das Camélias,Nogueira Da Regedoura,4500-720,227647644,eb1.snregedoura@escolas.min-edu.pt,151282,"Agrupamento de Escolas de Argoncilhe, Santa Maria da Feira",Não,11
Colégio de Lamas,Rua Salgueirinha,Lourosa,4535-000,227470210,cl.licealstamlamas@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica de Badoucos, Santa Maria da Feira",Rua Principal,nº 383,Souto Vfr,256801757,eb1.badoucos@escolas.min-edu.pt,151671,"Agrupamento de Escolas Fernando Pessoa, Santa Maria da Feira",Não,15
"Escola Básica de Aldeia Nova, Santa Maria da Feira",Rua dos Malmequeres,2690,Lourosa,256312881,eb1.anovalourosa@escolas.min-edu.pt,150356,"Agrupamento de Escolas António Alves de Amorim, Santa Maria da Feira",Não,8
Colégio Santa Eulália,Travessa da Rua do Castiis,110,Sanguedo,227471880,-,n.a.,n.a.,n.a.,n.a.
"Escola Básica n.º 2 de Cale da Vila, Gafanha da Nazaré, Ílhavo",R. Luís de Camões,Gafanha Da Nazaré,3830-694,234361146,eb1.calevila@escolas.min-edu.pt,160982,"Agrupamento de Escolas de Gafanha da Nazaré, Ílhavo",Não,8
"Escola Básica de Senhora do Pranto, Ílhavo",Rua Filinto Ilídio,3830-305,Ílhavo,234323017,-,160994,Agrupamento de Escolas de Ílhavo,Não,9
"Escola Básica de Gafanha da Encarnação-Sul, Ílhavo",R. da Escola,Gafanha Da Encarnação,3830-470,234366568,eb1.gencarnacaosul@escolas.min-edu.pt,160970,"Agrupamento de Escolas de Gafanha da Encarnação, Ílhavo",Não,8
"Escola Básica de Chousa Velha, Ílhavo",R. Palmiro Peixe,3830-213,Ílhavo,234324265,eb1.chousavelha@escolas.min-edu.pt,160994,Agrupamento de Escolas de Ílhavo,Não,9
Escola Básica de Ílhavo,Lg da Escola,3830-276,Ílhavo,234325619,eb1.valeilhavo@escolas.min-edu.pt,160994,Agrupamento de Escolas de Ílhavo,Não,9
"Escola Básica de Farol da Barra, Gafanha da Nazaré, Ílhavo",Av. Vasco da Gama,Gafanha Da Nazaré,3830-752,234360415,eb1.farolbarra@escolas.min-edu.pt,160982,"Agrupamento de Escolas de Gafanha da Nazaré, Ílhavo",Não,8
"Escola Básica de Gafanha da Encarnação-Centro, Ílhavo",R. Prof. Francisco Corujo,Gafanha Da Encarnação,3830-524,234367533,eb1.gencarnacaoct@escolas.min-edu.pt,160970,"Agrupamento de Escolas de Gafanha da Encarnação, Ílhavo",Não,8
"Escola Básica de Vale de Ílhavo, Ílhavo",Lg da Escola,3830-276,Ílhavo,234325619,eb1.valeilhavo@escolas.min-edu.pt,160994,Agrupamento de Escolas de Ílhavo,Não,9
"Escola Básica de Marinha Velha, Gafanha da Nazaré, Ílhavo",R. Padre Américo,41,Gafanha Da Nazaré,234361483,eb1.marinhavelha@escolas.min-edu.pt,160982,"Agrupamento de Escolas de Gafanha da Nazaré, Ílhavo",Não,8
"Escola Básica de Presa, Ílhavo",R. da Capela,3830-248,Ílhavo,234324832,eb1.presalegua@escolas.min-edu.pt,160994,Agrupamento de Escolas de Ílhavo,Não,9
"Escola Básica n.º 1 de Cale da Vila, Gafanha da Nazaré, Ílhavo",R. Luís de Camões,Gafanha Da Nazaré,3830-694,234361146,eb1.calevila@escolas.min-edu.pt,160982,"Agrupamento de Escolas de Gafanha da Nazaré, Ílhavo",Não,8
"Escola Básica de Gafanha de Aquém, Ílhavo",R. da Lomba,3830-140,Ílhavo,234326759,eb1.gafanhadaquem@escolas.min-edu.pt,160994,Agrupamento de Escolas de Ílhavo,Não,9
"Escola Básica de Corgo Comum, Ílhavo",R. da Coutada,3830-134,Ílhavo,234327191,eb1.corgocomum@escolas.min-edu.pt,160994,Agrupamento de Escolas de Ílhavo,Não,9
"Escola Básica de Gafanha da Encarnação-Norte, Ílhavo",R. da Parada,Gafanha Da Encarnação,3830-476,234364916,eb1.gencarnacaonorte@escolas.min-edu.pt,160970,"Agrupamento de Escolas de Gafanha da Encarnação, Ílhavo",Não,8
"Escola Básica de Costa Nova do Prado, Ílhavo",Rua da Companha,Gafanha Da Encarnação,3830-457,234360154,eb1.costanovaprado@escolas.min-edu.pt,160970,"Agrupamento de Escolas de Gafanha da Encarnação, Ílhavo",Não,8
"Escola Básica de Chave, Gafanha da Nazaré, Ílhavo",R. de S. Gabriel,Gafanha Da Nazaré,3830-621,234361394,eb1.chave@escolas.min-edu.pt,160982,"Agrupamento de Escolas de Gafanha da Nazaré, Ílhavo",Não,8
"Escola Básica de Gafanha do Carmo, Ílhavo",R. da Igreja,Gafanha Do Carmo,3830-408,234391153,eb1.gafanhacarmo@escolas.min-edu.pt,160970,"Agrupamento de Escolas de Gafanha da Encarnação, Ílhavo",Não,8
"Escola Básica de Cambeia, Gafanha da Nazaré, Ílhavo",R. Gil Eanes,Gafanha Da Nazaré,3830-670,234365788,eb1.cambeia@escolas.min-edu.pt,160982,"Agrupamento de Escolas de Gafanha da Nazaré, Ílhavo",Não,8
"Escola Básica n.º 1 de Pampilhosa, Mealhada",Rua do Rio de Cima,Pampilhosa,3050-415,231940928,-,161007,Agrupamento de Escolas de Mealhada,Não,15
"Escola Básica de Luso, Mealhada",Rua Atrás da Igreja,Luso,3050-267,231930002,eb1.luso@escolas.min-edu.pt,161007,Agrupamento de Escolas de Mealhada,Não,15
"Escola Básica de Barcouço, Mealhada",Rua do Areeiro nº114,Barcouço,3050-094,239914806,eb1.barcouco@escolas.min-edu.pt,161007,Agrupamento de Escolas de Mealhada,Não,15
"Escola Básica de Antes, Mealhada",Beco da Escola,Antes,3050-027,231281817,eb1.n1.antes@escolas.min-edu.pt,161007,Agrupamento de Escolas de Mealhada,Não,15
"Escola Básica de Casal Comba, Mealhada",Largo da Igreja,Casal Comba,3050-175,231205485,eb1.n1.casalcomba@escolas.min-edu.pt,161007,Agrupamento de Escolas de Mealhada,Não,15
Escola Básica n.º 1 de Mealhada,Rua do Areeiro nº114,Barcouço,3050-094,239914806,eb1.barcouco@escolas.min-edu.pt,161007,Agrupamento de Escolas de Mealhada,Não,15
"Escola Básica de Torreira, Murtosa",Av. da Circunvalação,Torreira,3870-336,234830010,ebiji.torreira@escolas.min-edu.pt,161020,Agrupamento de Escolas de Murtosa,Não,4
"Escola Básica de Monte, Murtosa",Rua Jornal do Concelho da Murtosa,3870-288,Murtosa,234865717,eb1.montestantonio@escolas.min-edu.pt,161020,Agrupamento de Escolas de Murtosa,Não,4
"Escola Básica e Secundária Padre António Morais da Fonseca, Murtosa",Rua da Saldida-Monte - Apartado 11,3870-153,Murtosa,234830020,servicos@aemurtosa.edu.gov.pt,161020,Agrupamento de Escolas de Murtosa,Sim,4
"Escola Básica de São Silvestre, Murtosa",Rua Padre Manuel Ruela Pombo,Bunheiro,3870-030,234866255,eb1.ssbunheiro@escolas.min-edu.pt,161020,Agrupamento de Escolas de Murtosa,Não,4
"Escola Básica de Azagães, Carregosa, Oliveira de Azeméis",Rua João Correia,Carregosa,3720-012,-,-,151348,"Agrupamento de Escolas de Fajões, Oliveira de Azeméis",Não,10
"Escola Básica n.º 1 de Travanca, Outeiro, Oliveira de Azeméis",Rua da Liberdade,nº 345,Travanca Oaz,256673305,eb1.otravancaoaz@escolas.min-edu.pt,151609,"Agrupamento de Escolas de Loureiro, Oliveira de Azeméis",Não,9
"Escola Básica n.º 1 de Faria de Baixo, Oliveira de Azeméis",Rua Professor Abel Godinho,3720-001,Oliveira de Azeméis,256881504,eb1.fariabaixo@escolas.min-edu.pt,151324,"Agrupamento de Escolas Doutor Ferreira da Silva, Oliveira de Azeméis",Não,8
"Escola Básica de Bustelo, Oliveira de Azeméis",Rua do Centro Vidreiro,nº 500,São Roque,256601109,eb1.bustelosroque@escolas.min-edu.pt,151324,"Agrupamento de Escolas Doutor Ferreira da Silva, Oliveira de Azeméis",Não,8
"Escola Básica de Outeiro, Santiago de Riba-Ul, Oliveira de Azeméis",Rua Pedro Maria da Fonseca,Santiago De Riba-Ul,3720-514,256682605,eb1.osantiagoribaul@escolas.min-edu.pt,153047,"Agrupamento de Escolas Ferreira de Castro, Oliveira de Azeméis",Não,7
"Escola Básica de Madail, Oliveira de Azeméis",Rua Joaquim Moreira,Madail,3720-113,256688392,eb1.madail@escolas.min-edu.pt,151658,"Agrupamento de Escolas Soares Basto, Oliveira de Azeméis",Não,6
"Escola Básica Comendador Ângelo Azevedo, Oliveira de Azeméis",Rua das Sardinheiras nº 10 - Apartado 60,Vila De Cucujães,3720-904,256870500,eb23.sroque@escolas.min-edu.pt,151324,"Agrupamento de Escolas Doutor Ferreira da Silva, Oliveira de Azeméis",Não,8
"Escola Básica de Macieira de Sarnes, Oliveira de Azeméis",Rua dos Ingleses,nº 30,Macieira De Sarnes,256832792,eb1.macieirasarnes@escolas.min-edu.pt,151348,"Agrupamento de Escolas de Fajões, Oliveira de Azeméis",Não,10
"Escola Básica de Curval, Oliveira de Azeméis",Rua das Escolas,nº 211 - Pinheiro de Bemposta,Pinheiro Da Bemposta,256991270,eb1.curval@escolas.min-edu.pt,151609,"Agrupamento de Escolas de Loureiro, Oliveira de Azeméis",Não,9
Escola Básica n.º 4 de Oliveira de Azeméis,Rua Padre Bernardo Xavier Coutinho,Pinheiro Da Bemposta,3720-464,256990170,eb23.djptavares@escolas.min-edu.pt,151609,"Agrupamento de Escolas de Loureiro, Oliveira de Azeméis",Não,9
"Escola Básica Comendador António da Silva Rodrigues, Oliveira de Azeméis",Rua Domingos Oliveira Fontes,Ul,3720-596,256687530,eb1.ul@escolas.min-edu.pt,151658,"Agrupamento de Escolas Soares Basto, Oliveira de Azeméis",Não,6
"Escola Básica de Pindelo, Oliveira de Azeméis",Rua dos Barreiros nº 230,Pindelo,3720-445,256602592,eb1.pindelobarreiros@escolas.min-edu.pt,151348,"Agrupamento de Escolas de Fajões, Oliveira de Azeméis",Não,10
"Escola Básica de Carregosa, Oliveira de Azeméis",Avenida da República,nº 217 - Apartado 23 - PC Carregosa,Carregosa,256410450,eb23.carregosa@escolas.min-edu.pt,151348,"Agrupamento de Escolas de Fajões, Oliveira de Azeméis",Não,10
"Escola Básica de Brejo, Serrazina, Oliveira de Azeméis",S. Martinho da Gândara,São Martinho Da Gândara,3720-549,256688921,eb1.brejo@escolas.min-edu.pt,151609,"Agrupamento de Escolas de Loureiro, Oliveira de Azeméis",Não,9
Escola Básica n.º 1 de Oliveira de Azeméis,Rua Padre Bernardo Xavier Coutinho,Pinheiro Da Bemposta,3720-464,256990170,eb23.djptavares@escolas.min-edu.pt,151609,"Agrupamento de Escolas de Loureiro, Oliveira de Azeméis",Não,9
"Escola Básica de Alumieira, Oliveira de Azeméis",Rua do Borão,Loureiro Oaz,3720-051,256691388,eb1.aloureiro@escolas.min-edu.pt,151609,"Agrupamento de Escolas de Loureiro, Oliveira de Azeméis",Não,9
"Escola Básica n.º 1 de Cruzeiro, Alvão, Oliveira de Azeméis",Rua de Santo André,Macinhata Da Seixa,3720-082,256682083,eb1.n1.cmseixa@escolas.min-edu.pt,151658,"Agrupamento de Escolas Soares Basto, Oliveira de Azeméis",Não,6
"Escola Básica de Palmaz, Oliveira de Azeméis",Rua da Igreja,Palmaz,3720-423,256991069,eb1.palmazigreja@escolas.min-edu.pt,151609,"Agrupamento de Escolas de Loureiro, Oliveira de Azeméis",Não,9
"Escola Básica de Picoto, Oliveira de Azeméis",Rua Dr. Francisco Portal e Silva,Cesar,3700-638,256852244,eb1.n1.cesar@escolas.min-edu.pt,151348,"Agrupamento de Escolas de Fajões, Oliveira de Azeméis",Não,10
"Escola Básica n.º 1 de Cesar, Picoto, Oliveira de Azeméis",Rua Dr. Francisco Portal e Silva,Cesar,3700-638,256852244,eb1.n1.cesar@escolas.min-edu.pt,151348,"Agrupamento de Escolas de Fajões, Oliveira de Azeméis",Não,10
Colégio da Gandarinha - Fundação Condessa Penha Longa,Largo Mártir São Sebastião,Vila De Cucujães,3720-382,256881525,ext.gandarinha@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica n.º 1 de Santiago de Riba-Ul, Vila Cova, Oliveira de Azeméis",Rua de Riba- Ul - Lugar de Vila Cova,Santiago De Riba-Ul,3720-519,256687390,eb1.n1.sribaul@escolas.min-edu.pt,153047,"Agrupamento de Escolas Ferreira de Castro, Oliveira de Azeméis",Não,7
Escola Básica n.º 2 de Oliveira de Azeméis,Rua Padre Bernardo Xavier Coutinho,Pinheiro Da Bemposta,3720-464,256990170,eb23.djptavares@escolas.min-edu.pt,151609,"Agrupamento de Escolas de Loureiro, Oliveira de Azeméis",Não,9
"Externato Infantil ""O Despertar""",Rua A. Pinto de Carvalho,nº 13 - 1º,3720-224,256682342,ext.odoazemeis@escolas.min-edu.pt,n.a.,n.a.,n.a.,n.a.
"Escola Básica n.º 3 de Fajões, Oliveira de Azeméis",Rua Dr. Francisco Portal e Silva,Cesar,3700-638,256852244,eb1.n1.cesar@escolas.min-edu.pt,151348,"Agrupamento de Escolas de Fajões, Oliveira de Azeméis",Não,10
"Escola Básica Maria Godinho, Arroteia, Oliveira de Azeméis",Largo Maria Godinho,Nogueira Do Cravo Oaz,3700-766,256866871,eb1.n1.arroteia@escolas.min-edu.pt,151324,"Agrupamento de Escolas Doutor Ferreira da Silva, Oliveira de Azeméis",Não,8
"Escola Básica de Santo António, Ossela, Oliveira de Azeméis",Avenida Serafim Ferreira de Paiva,nº 206,Ossela,256482341,eb1.n1.saossela@escolas.min-edu.pt,153047,"Agrupamento de Escolas Ferreira de Castro, Oliveira de Azeméis",Não,7
"Escola Básica n.º 1 de Areosa, Oliveira de Azeméis",Rua do Pinheiro,nº 407,Pinheiro Da Bemposta,256999145,eb1.n1.areosa@escolas.min-edu.pt,151609,"Agrupamento de Escolas de Loureiro, Oliveira de Azeméis",Não,9
Escola Básica de Oliveira do Bairro,Rua Nossa Senhora da Graça,Mamarrosa,3770-033,234754554,eb1.mamarrosa@escolas.min-edu.pt,160568,Agrupamento de Escolas de Oliveira do Bairro,Não,12
"Escola Básica de Palhaça, Oliveira do Bairro",Largo da Feira,Palhaça,3770-355,234752588,-,160568,Agrupamento de Escolas de Oliveira do Bairro,Não,12
"Escola Básica de Troviscal, Oliveira do Bairro",Rua do Pólo Escolar,Troviscal Obr,3770-410,234754553,-,160568,Agrupamento de Escolas de Oliveira do Bairro,Não,12
"Escola Básica de Oiã Poente, Oliveira do Bairro",Rua do Carro Quebrado de Cima,Oiã,3770-055,-,-,160568,Agrupamento de Escolas de Oliveira do Bairro,Não,12
"Escola Básica de Oiã Nascente, Oliveira do Bairro",Rua das Sudas,Oiã,3770-067,-,-,160568,Agrupamento de Escolas de Oliveira do Bairro,Não,12
"Escola Básica de Vila Verde, Oliveira do Bairro",Rua Principal de Vila Verde,3770-305,Oliveira do Bairro,234746327,eb1.vverdeoliveira@escolas.min-edu.pt,160568,Agrupamento de Escolas de Oliveira do Bairro,Não,12
"Escola Básica Dr. Fernando Peixinho, Oiã, Oliveira do Bairro",Rua da Escola C+S,Oiã,3770-059,234729580,eb23.dfpeixinho@escolas.min-edu.pt,160568,Agrupamento de Escolas de Oliveira do Bairro,Não,12
"Escola Básica de Bustos, Oliveira do Bairro",Rua Nossa Senhora das Necessidades,n.º 35,Bustos,234753420,eb1.bustos@escolas.min-edu.pt,160568,Agrupamento de Escolas de Oliveira do Bairro,Não,12
"Escola Básica de Mamarrosa, Oliveira do Bairro",Rua Nossa Senhora da Graça,Mamarrosa,3770-033,234754554,eb1.mamarrosa@escolas.min-edu.pt,160568,Agrupamento de Escolas de Oliveira do Bairro,Não,12
"Escola Básica de Campo Grande, Esmoriz, Ovar",Rua Mestra Henriqueta,nº10,Esmoriz,256755477,eb1.campogrande@escolas.min-edu.pt,161949,Agrupamento de Escolas de Esmoriz/Ovar Norte,Não,13
"Escola Básica de São João, Ovar",Rua da Granja,São João Ovr,3880-722,256575891,eb1.sjoaoovar@escolas.min-edu.pt,161056,Agrupamento de Escolas de Ovar,Não,13
